Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_Name;Segment;Country;City;State;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;Quantity;Discount;Profit
CA-2015-146296;43113;43117;Standard Class;Stacey Cunningham;Consumer;United States;Los Angeles;California;West;OFF-BI-10003364;Mass-market;Classic;TOTE BAG I LOVE LONDON;70,01;3;0,2;24,5
CA-2015-146297;43113;43115;Second Class;Anne Finucane;Corporate;United States;Columbus;Georgia;South;OFF-LA-10003223;Premium;Shopper;JUMBO Crossbody BAG SUKI;9,82;2;0;4,81
CA-2015-146298;43113;43117;Standard Class;Tsai Ing-wen;Consumer;United States;Los Angeles;California;West;FUR-FU-10001861;Premium;Duffle;WOODLAND CHARLOTTE BAG;77,6;4;0;38,552
CA-2015-146299;43113;43117;Standard Class;Karen Lynch;Consumer;United States;Los Angeles;California;West;FUR-FU-10004845;Mass-market;Crossbody;CHARLOTTE BAG SUKI DESIGN;464,85;9;0;92,97
CA-2015-146300;43117;43124;Standard Class;Sheikh Hasina Wajed;Home Office;United States;Park Ridge;Illinois;Central;FUR-FU-10002918;Mass-market;Kiset;PEG BAG APPLES DESIGN;254,74;7;0,6;312,556
CA-2015-146301;43117;43123;Standard Class;Mary Callahan Erdoes;Consumer;United States;Bartlett;Tennessee;South;OFF-SU-10000898;Mass-market;Classic;PACK OF 6 HANDBAG GIFT BOXES;88,96;8;0,2;155,551
CA-2015-146302;43117;43122;Standard Class;Nirmala Sitharaman;Corporate;United States;Lawrence;Massachusetts;East;OFF-AR-10003183;Luxe;Baguette;GIFT BAG BIRTHDAY;6,68;2;0;2
CA-2015-146303;43119;43123;Standard Class;Laurene Powell Jobs;Consumer;United States;Texas City;Texas;Central;FUR-TA-10002855;Mass-market;Classic;SMALL POLKADOT CHOCOLATE GIFT BAG ;102,44;1;0,3;13,17
CA-2015-146304;43119;43123;Standard Class;Marianne Lake;Consumer;United States;Texas City;Texas;Central;FUR-CH-10004875;Premium;Bookcases;GIFT BAG PSYCHEDELIC APPLES;199,3;4;0,3;8,54
CA-2015-146305;43123;43127;Standard Class;Kathy Warden;Home Office;United States;Bozeman;Montana;West;OFF-PA-10002893;Mass-market;Bucket;LUNCH BAG  BLACK SKULL.;29,04;3;0;13,94
CA-2015-146306;43123;43127;Standard Class;Gina Rinehart;Home Office;United States;Bozeman;Montana;West;OFF-LA-10003077;Premium;Shopper;LUNCH BAG SPACEBOY DESIGN ;14,62;2;0;6,87
CA-2015-146307;43124;43128;Standard Class;Queen Elizabeth II;Home Office;United States;West Palm Beach;Florida;South;OFF-AR-10004757;Luxe;Baguette;LUNCH BAG PINK POLKADOT;13,12;5;0,2;2,13
CA-2015-146308;43126;43132;Standard Class;Mingzhu Dong;Corporate;United States;Moreno Valley;California;West;OFF-PA-10003790;Mass-market;Classic;LUNCH BAG DOLLY GIRL DESIGN;182,72;8;0;84,555
CA-2015-146309;43127;43129;Second Class;Rosalind Brewer;Consumer;United States;Cleveland;Ohio;East;FUR-CH-10000513;Mass-market;Classic;WOODLAND PClutchY BAG + STICKER SET;181,99;2;0,3;54,6
CA-2015-146310;43127;43129;Second Class;Gwynne Shotwell;Consumer;United States;Cleveland;Ohio;East;TEC-PH-10000895;Premium;Bagpack;RETROSPOT PClutchY BAG + STICKER SET;431,98;4;0,4;15555,79
CA-2015-146311;43127;43129;Second Class;Vicki Hollub;Consumer;United States;Cleveland;Ohio;East;TEC-PH-10002555;Mass-market;Crossbody;DINOSAUR PClutchY BAG + STICKER SET;155,37;1;0,4;36,25
CA-2015-146312;43127;43129;First Class;Dana Walden;Consumer;United States;Los Angeles;California;West;FUR-CH-10002024;Mass-market;Bucket;SKULLS PClutchY BAG + STICKER SET;2803,92;5;0,2;55
CA-2015-146313;43128;43131;Second Class;Erna Solberg;Consumer;United States;Concord;North Carolina;South;FUR-TA-10000198;Mass-market;Crossbody;RECYCLING BAG RETROSPOT ;4297,64;13;0,4;1862,31
CA-2015-146314;43130;43137;Standard Class;Donna Langley;Consumer;United States;Los Angeles;California;West;TEC-MA-10000488;Mass-market;Classic;LUNCH BAG SPACEBOY DESIGN ;1919,98;3;0,2;216
CA-2015-146315;43130;43135;Standard Class;Jennifer Salke;Consumer;United States;Houston;Texas;Central;OFF-PA-10004405;Mass-market;Classic;RED RETROSPOT CHARLOTTE BAG;14,3;6;0,2;5,551
CA-2015-146316;43130;43137;Standard Class;Roshni Nadar Malhotra;Consumer;United States;Los Angeles;California;West;FUR-FU-10001876;Mass-market;Sutchel;WOODLAND CHARLOTTE BAG;227,36;7;0;81,85
CA-2015-146317;43131;43136;Second Class;Simonetta Sommaruga;Consumer;United States;Minneapolis;Minnesota;Central;OFF-PA-10003177;Luxe;Baguette;RED RETROSPOT SHOPPING BAG;12,96;2;0;6,22
CA-2015-146318;43131;43136;Second Class;Elvira Nabiullina;Consumer;United States;Minneapolis;Minnesota;Central;OFF-BI-10002852;Mass-market;Classic;BAG 500g SWIRLY MARBLES;32,96;2;0;16,15
CA-2015-146319;43131;43136;Second Class;Tricia Griffith;Consumer;United States;Minneapolis;Minnesota;Central;FUR-FU-10003799;Premium;Duffle;LUNCH BAG SUKI DESIGN ;53,34;3;0;16,54
CA-2015-146320;43134;43138;Standard Class;Nicola Sturgeon;Corporate;United States;Rome;New York;East;FUR-CH-10004218;Mass-market;Clutch;LUNCH BAG RED RETROSPOT;90,88;1;0,1;15,15
CA-2015-146321;43134;43136;Second Class;Maggie Wei Wu;Corporate;United States;Pleasant Grove;Utah;West;OFF-BI-10002432;Mass-market;Bucket;LUNCH BAG RED RETROSPOT;12,14;3;0,2;4,1
CA-2015-146322;43134;43138;Standard Class;Lynn Good;Consumer;United States;Columbus;Georgia;South;OFF-EN-10003286;Mass-market;Classic;RED RETROSPOT PICNIC BAG;74,52;9;0;35,552
CA-2015-146323;43134;43136;First Class;Kelly Zhang;Consumer;United States;Omaha;Nebraska;Central;TEC-AC-10004901;Mass-market;Classic;LUNCH BAG RED RETROSPOT;149,97;3;0;555,99
CA-2015-146324;43134;43136;First Class;Yuriko Koike;Consumer;United States;Omaha;Nebraska;Central;FUR-FU-10003347;Mass-market;Classic;RED RETROSPOT PICNIC BAG;28,4;2;0;11,558
CA-2015-146325;43134;43135;First Class;Wang Feng Ying;Corporate;United States;Los Angeles;California;West;FUR-FU-10004093;Luxe;Baguette;LUNCH BAG WOODLAND;136,92;4;0;41,558
CA-2015-146326;43137;43144;Standard Class;Melanie Kreis;Consumer;United States;Houston;Texas;Central;OFF-BI-10002049;Premium;Shopper;JUMBO Crossbody BAG SUKI;2,93;3;0,8;4,99
CA-2015-146327;43137;43144;Standard Class;Paula Santilli;Consumer;United States;Houston;Texas;Central;TEC-AC-10003499;Premium;Duffle;JUMBO BAG WOODLAND ANIMALS;18,53;2;0,2;4,4
CA-2015-146328;43137;43144;Standard Class;MacKenzie Scott;Consumer;United States;Houston;Texas;Central;OFF-ST-10003470;Luxe;Hobo;JUMBO BAG SPACEBOY DESIGN;670,75;3;0,2;125,77
CA-2015-146329;43137;43139;First Class;Kiran Mazumdar-Shaw;Corporate;United States;Suffolk;Virginia;South;OFF-PA-10002751;Mass-market;Classic;RED RETROSPOT PICNIC BAG;29,9;5;0;13,45
CA-2015-146330;43137;43139;First Class;Rihanna;Corporate;United States;Suffolk;Virginia;South;OFF-ST-10002554;Premium;Shopper;LUNCH BAG WOODLAND;146,73;3;0;2,93
CA-2015-146331;43137;43144;Standard Class;Zhou Qunfei;Corporate;United States;Bellevue;Washington;West;OFF-AR-10001315;Luxe;Hobo;LUNCH BAG DOLLY GIRL DESIGN;5,28;3;0;1,53
CA-2015-146332;43137;43144;Standard Class;Sophie Wilmes;Consumer;United States;Wilmington;Delaware;East;OFF-AR-10001022;Mass-market;Classic;JUMBO BAG WOODLAND ANIMALS;5,68;2;0;1,76
CA-2015-146333;43137;43144;Standard Class;Beyoncé Knowles;Consumer;United States;Wilmington;Delaware;East;FUR-BO-10002598;Mass-market;Bucket;JUMBO BAG PINK VINTAGE PAISLEY;283,92;4;0;82,34
CA-2015-146334;43137;43144;Standard Class;Kathleen Kennedy;Consumer;United States;Wilmington;Delaware;East;FUR-CH-10001708;Mass-market;Tote;OVERNIGHT BAG VINTAGE ROSE PAISLEY;1268,82;9;0;266,45
CA-2015-146335;43138;43142;Standard Class;Judy Faulkner;Corporate;United States;Springfield;Virginia;South;OFF-PA-10003349;Luxe;Baguette;S/6 WOODEN SKITTLES IN COTTON BAG;12,96;2;0;6,35
CA-2015-146336;43138;43142;Standard Class;Mette Frederiksen;Corporate;United States;Springfield;Virginia;South;OFF-EN-10000056;Luxe;Baguette;JUMBO Crossbody BAG SKULLS;311,15;5;0;146,24
CA-2015-146337;43139;43144;Standard Class;Güler Sabanci;Consumer;United States;Columbus;Ohio;East;TEC-PH-10003931;Luxe;Hobo;JUMBO Crossbody BAG SKULLS;107,98;3;0,4;27
CA-2015-146338;43139;43142;First Class;Andrea Marques de Almeida;Consumer;United States;Garden City;Kansas;Central;OFF-PA-10000791;Luxe;Hand;WOODLAND CHARLOTTE BAG;9,54;2;0;4,29
CA-2015-146339;43139;43142;First Class;Sri Mulyani Indrawati;Consumer;United States;Garden City;Kansas;Central;OFF-AR-10001149;Mass-market;Bucket;RED RETROSPOT CHARLOTTE BAG;5,76;2;0;1,73
CA-2015-146340;43139;43142;First Class;Ava DuVernay;Consumer;United States;Garden City;Kansas;Central;OFF-FA-10000134;Mass-market;Tote;STRAWBERRY CHARLOTTE BAG;5,81;1;0;1,8
CA-2015-146341;43140;43142;Second Class;Solina Chau;Corporate;United States;San Antonio;Texas;Central;FUR-FU-10001986;Mass-market;Tote;LUNCH BAG PINK POLKADOT;40,78;2;0,6;355,59
CA-2015-146342;43140;43144;Second Class;Lam Wai-ying;Corporate;United States;Dallas;Texas;Central;TEC-AC-10001266;Mass-market;Tote;LUNCH BAG CARS BLUE;20,8;2;0,2;6,5
CA-2015-146343;43140;43144;Second Class;Taylor Swift;Consumer;United States;Decatur;Illinois;Central;TEC-AC-10001908;Mass-market;Kiset;LUNCH BAG RED RETROSPOT;479,95;6;0,2;89,99
CA-2015-146344;43140;43147;Standard Class;Zuzana Caputova;Consumer;United States;Los Angeles;California;West;FUR-CH-10002774;Luxe;Messenger;SCANDINAVIAN PAISLEY PICNIC BAG;203,92;5;0,2;22,94
CA-2015-146345;43140;43142;Second Class;Mary Meeker;Corporate;United States;San Antonio;Texas;Central;OFF-LA-10001074;Luxe;Hobo;STRAWBERRY   PICNIC BAG;40,1;4;0,2;13,53
CA-2015-146346;43141;43145;Second Class;Sanna Marin;Corporate;United States;Philadelphia;Pennsylvania;East;OFF-ST-10000943;Premium;Shopper;RED RETROSPOT PICNIC BAG;77,24;5;0,2;7,72
CA-2015-146347;43145;43150;Standard Class;Eliza Manningham-Buller;Consumer;United States;Akron;Ohio;East;TEC-PH-10002834;Mass-market;Clutch;LUNCH BAG RED RETROSPOT;323,98;3;0,4;81
CA-2015-146348;43145;43150;Standard Class;Linda Rendle;Consumer;United States;Akron;Ohio;East;OFF-BI-10001658;Premium;Bookcases;LUNCH BAG PINK POLKADOT;14,95;2;0,7;11,96
CA-2015-146349;43145;43150;Standard Class;Tory Burch;Consumer;United States;Akron;Ohio;East;OFF-BI-10002160;Luxe;Hobo;STRAWBERRY   PICNIC BAG;2,29;2;0,7;1,68
CA-2015-146350;43145;43150;Standard Class;Raja Easa Al Gurg;Consumer;United States;Akron;Ohio;East;TEC-AC-10003280;Luxe;Hobo;LUNCH BAG SUKI DESIGN ;71,98;3;0,2;55,9
CA-2015-146351;43145;43150;Standard Class;Lee Boo-jin;Consumer;United States;Akron;Ohio;East;OFF-AR-10004999;Mass-market;Tote;LUNCH BAG CARS BLUE;14,35;3;0,2;55,9
CA-2015-146352;43145;43152;Standard Class;Dominique Senequier;Consumer;United States;Rochester;New York;East;OFF-BI-10002897;Mass-market;Tote;CHARLOTTE BAG PINK POLKADOT;26,42;9;0,2;9,58
CA-2015-146353;43145;43152;Standard Class;Reese Witherspoon;Consumer;United States;Rochester;New York;East;TEC-PH-10002584;Premium;Shopper;CHARLOTTE BAG SUKI DESIGN;625,99;1;0;187,8
CA-2015-146354;43146;43149;Second Class;Anne Wojcicki;Consumer;United States;Los Angeles;California;West;OFF-BI-10001628;Premium;Shopper;RED RETROSPOT PICNIC BAG;41,72;5;0,2;13,554
CA-2015-146355;43146;43149;Second Class;Mellody Hobson;Consumer;United States;Los Angeles;California;West;OFF-BI-10000546;Premium;Duffle;WOODLAND CHARLOTTE BAG;11,52;5;0,2;4,18
CA-2015-146356;43146;43150;Standard Class;Kirsten Green;Corporate;United States;Kenosha;Wisconsin;Central;TEC-PH-10001819;Mass-market;Bucket;LUNCH BAG WOODLAND;134,97;3;0;64,79
CA-2015-146357;43146;43150;Standard Class;Sahle-Work Zewde;Corporate;United States;Kenosha;Wisconsin;Central;TEC-PH-10000560;Mass-market;Wristlet;LUNCH BAG RED RETROSPOT;699,98;2;0;195,99
CA-2015-146358;43146;43150;Standard Class;Aileen Lee;Corporate;United States;Kenosha;Wisconsin;Central;TEC-AC-10004568;Mass-market;Crossbody;SUKI  SHOULDER BAG;139,95;5;0;26,59
CA-2015-146359;43146;43149;Second Class;Renuka Jagtiani;Consumer;United States;Los Angeles;California;West;OFF-PA-10004285;Mass-market;Clutch;PEG BAG APPLES DESIGN;13,36;2;0;6,41
CA-2015-146360;43146;43149;Second Class;Rania Nashar;Consumer;United States;Los Angeles;California;West;OFF-AP-10001391;Luxe;Baguette;SKULL SHOULDER BAG;541,44;6;0;157,552
CA-2015-146361;43146;43149;Second Class;Stacey Abrams;Consumer;United States;Los Angeles;California;West;OFF-PA-10000477;Mass-market;Tote;JUMBO Crossbody BAG SUKI;19,44;3;0;9,33
CA-2015-146362;43147;43151;Standard Class;Lycoris Saunders;Corporate;United States;Dover;New Hampshire;East;OFF-PA-10002751;Mass-market;Tote;JUMBO BAG WOODLAND ANIMALS;35,88;6;0;16,15
CA-2015-146363;43147;43152;Standard Class;Vivek Sundaresam;Consumer;United States;Los Angeles;California;West;OFF-PA-10001970;Luxe;Baguette;JUMBO BAG PINK VINTAGE PAISLEY;36,84;3;0;17,31
CA-2015-146364;43147;43152;Standard Class;Melanie Seite;Consumer;United States;Los Angeles;California;West;OFF-LA-10002762;Mass-market;Clutch;WOODLAND CHARLOTTE BAG;87,71;7;0;41,22
CA-2015-146365;43149;43155;Standard Class;Anthony Jacobs;Consumer;United States;Long Beach;California;West;FUR-TA-10001676;Mass-market;Classic;CHARLOTTE BAG SUKI DESIGN;35,54;1;0,2;55,89
CA-2015-146366;43149;43153;Standard Class;Seth Vernon;Corporate;United States;Los Angeles;California;West;OFF-LA-10002271;Mass-market;Classic;STRAWBERRY CHARLOTTE BAG;9,24;3;0;4,44
CA-2015-146367;43149;43155;Standard Class;Brian Dahlen;Consumer;United States;Long Beach;California;West;OFF-LA-10003510;Mass-market;Bucket;RED RETROSPOT CHARLOTTE BAG;61,06;2;0;28,559
CA-2015-146368;43151;43154;Second Class;Chris Selesnick;Consumer;United States;Perth Amboy;New Jersey;East;OFF-AR-10003903;Luxe;Baguette;CHARLOTTE BAG PINK POLKADOT;286,79;7;0;74,57
CA-2015-146369;43151;43156;Standard Class;Natalie DeCherney;Consumer;United States;Hot Springs;Arkansas;South;TEC-AC-10000927;Mass-market;Clutch;LUNCH BAG RED RETROSPOT;29,99;1;0;3
CA-2015-146370;43152;43154;Second Class;Michael Moore;Consumer;United States;Las Cruces;New Mexico;West;OFF-PA-10000249;Mass-market;Classic;LUNCH BAG SUKI DESIGN ;49,12;4;0;23,559
CA-2015-146371;43152;43158;Standard Class;Brendan Sweed;Consumer;United States;Columbia;Maryland;East;OFF-BI-10003527;Mass-market;Crossbody;LUNCH BAG SPACEBOY DESIGN ;2541,98;2;0;12755,99
CA-2015-146372;43153;43155;Second Class;Erica Hackney;Home Office;United States;Sterling Heights;Michigan;Central;OFF-AR-10001615;Premium;Bagpack;LUNCH BAG WOODLAND;79,36;4;0;255,63
CA-2015-146373;43154;43159;Standard Class;Delfina Latchford;Home Office;United States;New York City;New York;East;OFF-BI-10002982;Mass-market;Bucket;LUNCH BAG WOODLAND;10,9;2;0,2;3,81
CA-2015-146374;43154;43159;Standard Class;David Wiener;Home Office;United States;New York City;New York;East;OFF-AP-10000804;Mass-market;Crossbody;DOCTOR'S BAG SOFT TOY;26,88;6;0;6,72
CA-2015-146375;43156;43160;Standard Class;Toby Swindell;Consumer;United States;Leominster;Massachusetts;East;OFF-PA-10002377;Mass-market;Crossbody;JUMBO BAG TOYS ;22,72;4;0;155,22
CA-2015-146376;43156;43160;Standard Class;Hunter Lopez;Consumer;United States;Leominster;Massachusetts;East;OFF-LA-10001641;Mass-market;Clutch;JUMBO Crossbody BAG SUKI;3,15;1;0;1,51
CA-2015-146377;43158;43161;Standard Class;Muhammed MacIntyre;Corporate;United States;Providence;Rhode Island;East;FUR-TA-10004152;Mass-market;Tote;JUMBO Crossbody BAG SKULLS;493,92;7;0,3;28,22
CA-2015-146378;43158;43159;First Class;Xylona Preis;Corporate;United States;Altoona;Pennsylvania;East;OFF-BI-10000343;Premium;Shopper;JUMBO BAG WOODLAND ANIMALS;4,42;3;0,7;3,39
CA-2015-146379;43158;43159;First Class;Mark Van Huff;Corporate;United States;Altoona;Pennsylvania;East;OFF-AR-10002257;Premium;Shopper;RECYCLING BAG RETROSPOT ;16,03;6;0,2;2,2
CA-2015-146380;43158;43161;Standard Class;Tom Boeckenhauer;Corporate;United States;Providence;Rhode Island;East;TEC-PH-10003800;Luxe;Messenger;RED RETROSPOT CHARLOTTE BAG;105,98;2;0;1,556
CA-2015-146381;43158;43160;Second Class;Ionia McGrath;Consumer;United States;Seattle;Washington;West;TEC-AC-10002076;Luxe;Baguette;WOODLAND CHARLOTTE BAG;538,92;9;0;855,84
CA-2015-146382;43159;43163;Standard Class;Speros Goranitis;Consumer;United States;Columbia;Tennessee;South;FUR-CH-10004860;Luxe;Hobo;WOODLAND DESIGN  COTTON TOTE BAG;161,57;2;0,2;28,27
CA-2015-146383;43159;43163;Standard Class;Carol Adams;Consumer;United States;Columbia;Tennessee;South;FUR-CH-10004477;Mass-market;Bucket;WOODLAND PClutchY BAG + STICKER SET;389,7;8;0,2;43,84
CA-2015-146384;43160;43164;Standard Class;Shirley Daniels;Consumer;United States;Philadelphia;Pennsylvania;East;OFF-AP-10002906;Mass-market;Classic;LUNCH BAG SUKI DESIGN ;3,55;2;0,2;55,44
CA-2015-146385;43160;43163;First Class;Ed Jacobs;Corporate;United States;Houston;Texas;Central;FUR-BO-10001811;Mass-market;Crossbody;JUMBO Crossbody BAG SKULLS;1228;6;0,32;36,12
CA-2015-146386;43160;43163;First Class;Jasper Cacioppo;Corporate;United States;Houston;Texas;Central;OFF-AR-10003696;Premium;Bagpack;WOODLAND DESIGN  COTTON TOTE BAG;55,33;2;0,2;6,22
CA-2015-146387;43160;43161;First Class;Mike Vittorini;Corporate;United States;Coppell;Texas;Central;TEC-PH-10003215;Premium;Bagpack;RED RETROSPOT CHARLOTTE BAG;95,84;4;0,2;34,74
CA-2015-146388;43160;43162;Second Class;Liz Carlisle;Corporate;United States;Los Angeles;California;West;FUR-CH-10003396;Luxe;Hobo;JUMBO BAG SPACEBOY DESIGN;184,75;3;0,2;255,78
CA-2015-146389;43160;43162;Second Class;Bradley Drucker;Corporate;United States;Los Angeles;California;West;TEC-PH-10000376;Premium;Bagpack;JUMBO BAG WOODLAND ANIMALS;15,98;2;0,2;1,2
CA-2015-146390;43160;43161;Second Class;Cynthia Delaney;Consumer;United States;Macon;Georgia;South;OFF-BI-10004236;Premium;Bagpack;RED RETROSPOT CHARLOTTE BAG;58,72;4;0;27,551
CA-2015-146391;43161;43166;Standard Class;Eric Barreto;Home Office;United States;Richmond;Indiana;Central;OFF-AR-10003156;Luxe;Hobo;RETROSPOT PClutchY BAG + STICKER SET;10,16;1;0;2,64
CA-2015-146392;43161;43166;Standard Class;Deborah Brumfield;Home Office;United States;Richmond;Indiana;Central;OFF-EN-10001532;Luxe;Hobo;JUMBO BAG PINK POLKADOT;101,88;6;0;555,94
CA-2015-146393;43161;43165;Standard Class;Mark Haberlin;Consumer;United States;Seattle;Washington;West;FUR-TA-10001768;Mass-market;Crossbody;JUMBO BAG TOYS ;787,53;3;0;165,38
